Time(ms),Voltage(V),Current(mA),Power(mW),Mode
24226,5.06,96.50,488.68,7
24239,5.06,98.10,496.78,7
24251,5.06,98.10,496.78,7
24263,5.08,86.40,438.57,7
24276,5.08,87.60,444.66,7
24288,5.08,86.50,439.07,7
24300,5.08,86.50,439.07,7
24313,5.08,86.70,440.09,7
24325,5.08,86.60,439.58,7
24337,5.08,86.70,440.09,7
24350,5.07,86.50,438.73,7
24362,5.07,98.80,500.72,7
24374,5.06,99.20,501.95,7
24387,5.06,98.30,497.79,7
24399,5.08,86.30,438.06,7
24411,5.08,86.60,439.58,7
24424,5.08,86.70,440.09,7
24436,5.08,87.00,441.96,7
24448,5.08,86.80,440.60,7
24461,5.08,86.50,439.07,7
24473,5.07,86.70,439.74,7
24485,5.07,96.20,487.54,7
24498,5.06,99.40,503.36,7
24510,5.06,98.30,497.79,7
24522,5.08,86.50,439.07,7
24535,5.08,86.40,438.57,7
24547,5.08,86.40,438.57,7
24559,5.08,86.60,439.58,7
24572,5.08,86.70,440.09,7
24584,5.07,89.90,455.97,7
24596,5.08,87.40,443.64,7
24609,5.08,86.90,441.10,7
24621,5.07,97.20,492.61,7
24633,5.06,98.40,498.30,7
24646,5.06,98.40,498.30,7
24658,5.07,86.70,439.74,7
24670,5.08,86.50,439.42,7
24683,5.08,86.50,439.07,7
24695,5.08,86.80,440.60,7
24707,5.08,86.60,439.58,7
24720,5.08,86.50,439.07,7
24732,5.07,89.20,452.42,7
24744,5.06,96.00,486.14,7
24757,5.08,86.60,439.58,7
24769,5.06,99.70,504.88,5
24781,5.06,100.00,506.00,5
24794,5.06,98.80,499.93,5
24806,5.06,99.40,502.96,5
24818,5.06,99.80,505.39,5
24831,5.06,98.90,500.83,5
24843,5.06,99.30,502.86,5
24855,5.06,99.00,501.34,5
24868,5.06,99.10,501.84,5
24880,5.06,99.00,500.94,5
24892,5.06,100.80,510.05,5
24905,5.06,100.30,507.92,5
24917,5.06,99.10,501.84,5
24930,5.06,100.40,508.43,5
24942,5.06,99.60,504.37,5
24954,5.06,99.30,502.46,5
24967,5.06,98.80,500.32,5
24979,5.06,99.30,502.46,5
24991,5.06,99.00,501.34,5
25004,5.06,99.40,503.36,5
25016,5.06,99.20,502.35,5
25028,5.06,99.30,502.86,5
25041,5.06,99.40,503.36,5
25053,5.06,98.90,500.83,5
25065,5.06,99.30,502.46,5
25078,5.06,99.20,501.95,5
25090,5.06,100.70,509.54,5
25102,5.06,99.00,500.94,5
25115,5.06,99.10,501.84,5
25127,5.06,99.70,504.88,5
25139,5.06,99.40,502.96,5
25152,5.06,99.70,504.48,5
25164,5.06,99.10,501.84,5
25176,5.06,99.30,502.86,5
25189,5.06,99.60,503.98,5
25201,5.06,100.20,507.01,5
25214,5.06,99.70,504.48,5
25226,5.06,99.30,502.86,5
25238,5.06,99.20,501.95,5
25251,5.06,99.40,503.36,5
25263,5.06,99.80,504.99,5
25275,5.06,99.80,505.39,5
25288,5.06,99.40,503.36,5
25300,5.06,99.40,503.36,5
25312,5.06,99.20,502.35,5
25325,5.06,99.60,503.98,5
25337,5.06,99.40,503.36,5
25349,5.06,99.00,500.94,5
25362,5.06,99.20,501.95,5
25374,5.06,99.30,502.46,5
25386,5.06,99.70,504.88,5
25399,5.06,99.30,502.46,5
25411,5.06,99.60,503.98,5
25423,5.06,99.50,503.47,5
25436,5.06,99.60,504.37,5
25448,5.06,99.00,501.34,5
25460,5.06,99.60,504.37,5
25473,5.06,99.90,505.89,5
25485,5.06,99.40,502.96,5
25497,5.06,99.40,503.36,5
25510,5.06,99.40,503.36,5
25522,5.06,99.40,502.96,5
25534,5.06,99.00,501.34,5
25547,5.06,99.60,504.37,5
25559,5.06,99.30,502.46,5
25571,5.06,99.60,504.37,5
25584,5.06,99.40,502.96,5
25596,5.06,99.50,503.87,5
25608,5.06,99.70,504.48,5
25621,5.06,100.30,507.52,5
25633,5.06,99.00,501.34,5
25645,5.06,100.10,506.51,5
25658,5.06,99.30,502.46,5
25670,5.06,99.50,503.47,5
25682,5.06,99.20,501.95,5
25695,5.06,99.80,504.99,5
25707,5.06,99.70,504.48,5
25719,5.06,99.40,502.96,5
25732,5.06,99.60,504.37,5
25744,5.06,99.40,503.36,5
25756,5.06,99.80,505.39,5
25769,5.06,99.30,502.86,5
25781,5.06,99.00,500.94,5
25793,5.06,99.30,502.46,5
25806,5.06,100.70,509.54,5
25818,5.06,102.80,519.76,5
25831,5.06,99.30,502.46,5
25843,5.06,102.10,516.22,5
25855,5.06,99.60,504.37,5
25868,5.06,100.00,506.40,5
25880,5.06,99.40,502.96,5
25892,5.06,99.40,503.36,5
25905,5.06,99.50,503.47,5
25917,5.06,100.50,508.93,5
25929,5.06,100.20,507.41,5
25942,5.06,99.20,502.35,5
25954,5.06,100.30,507.52,5
25967,5.06,99.90,505.89,5
25979,5.06,99.20,502.35,5
25991,5.06,99.50,503.47,5
26004,5.06,99.20,501.95,5
26016,5.06,99.20,501.95,5
26028,5.06,99.80,505.39,5
26041,5.06,99.30,502.46,5
26053,5.06,99.40,503.36,5
26065,5.06,99.60,504.37,5
26078,5.06,99.50,503.47,5
26090,5.06,99.60,503.98,5
26102,5.06,99.10,501.84,5
26115,5.06,100.50,508.53,5
26127,5.06,99.60,504.37,5
26139,5.06,99.70,504.88,5
26152,5.06,99.10,501.84,5
26164,5.06,99.50,503.47,5
26176,5.06,100.40,508.02,5
26189,5.06,99.20,502.35,5
26201,5.06,98.80,500.32,5
26214,5.06,99.10,501.45,5
26226,5.06,100.90,510.15,5
26238,5.06,100.20,506.61,5
26251,5.06,98.80,500.32,5
26263,5.06,99.20,502.35,5
26275,5.06,99.10,501.45,5
26288,5.06,99.50,503.87,5
26300,5.06,99.20,501.95,5
26312,5.06,99.70,504.48,5
26325,5.06,99.90,505.89,5
26337,5.06,99.40,502.96,5
26349,5.06,99.50,503.87,5
26362,5.06,99.90,505.49,5
26374,5.06,99.60,504.37,5
26386,5.06,99.30,502.86,5
26399,5.06,98.80,500.32,5
26411,5.06,101.20,512.07,5
26424,5.06,99.60,503.98,5
26436,5.06,99.20,502.35,5
26448,5.06,99.40,503.36,5
26461,5.06,99.70,504.88,5
26473,5.06,99.60,504.37,5
26485,5.06,99.30,502.86,5
26498,5.06,99.20,502.35,5
26510,5.06,99.40,502.96,5
26522,5.06,100.50,508.53,5
26535,5.06,99.20,502.35,5
26548,5.06,102.50,519.06,5
26560,5.06,99.40,503.36,5
26573,5.06,99.60,503.98,5
26585,5.06,102.20,517.54,5
26598,5.06,99.60,503.98,5
26610,5.06,100.00,506.40,5
26622,5.06,100.80,510.05,5
26635,5.06,99.80,504.99,5
26647,5.06,100.10,506.51,5
26659,5.06,99.70,504.88,5
26672,5.06,99.40,503.36,5
26684,5.06,100.40,508.02,5
26697,5.06,99.70,504.48,5
26709,5.06,98.80,499.93,5
26721,5.06,99.30,502.86,5
26734,5.06,99.20,502.35,5
26746,5.06,99.50,503.87,5
26758,5.06,99.30,502.86,5
26771,5.06,100.40,508.02,5
26783,5.06,99.10,501.84,5
26795,5.06,99.70,504.48,5
26808,5.06,99.60,504.37,5
26820,5.06,99.70,504.88,5
26832,5.06,101.90,515.61,5
26845,5.06,99.40,503.36,5
26857,5.06,99.30,502.86,5
26870,5.06,99.20,501.95,5
26882,5.06,99.00,501.34,5
26894,5.06,99.70,504.88,5
26907,5.06,99.40,502.96,5
26919,5.06,99.30,502.46,5
26931,5.06,99.40,503.36,5
26944,5.06,99.70,504.88,5
26956,5.06,99.90,505.89,5
26968,5.06,102.40,518.14,5
26981,5.06,99.40,502.96,5
26993,5.06,99.20,502.35,5
27005,5.06,99.40,502.96,5
27018,5.06,99.50,503.87,5
27030,5.06,99.60,504.37,5
27042,5.06,100.90,510.55,5
27055,5.06,100.20,507.41,5
27067,5.06,99.20,502.35,5
27080,5.06,100.20,507.01,5
27092,5.06,100.00,506.40,5
27104,5.06,99.10,501.84,5
27117,5.06,99.50,503.47,5
27129,5.06,99.10,501.45,5
27141,5.06,99.70,504.88,5
27154,5.06,99.70,504.88,5
27166,5.06,99.20,502.35,5
27178,5.06,99.60,503.98,5
27191,5.06,99.30,502.46,5
27203,5.06,99.20,502.35,5
27215,5.06,99.50,503.87,5
27228,5.06,99.40,502.96,5
27240,5.06,100.20,507.01,5
27253,5.06,99.20,502.35,5
27265,5.06,99.20,501.95,5
27277,5.06,99.60,504.37,5
27290,5.06,99.80,504.99,5
27302,5.06,98.80,500.32,5
27314,5.06,99.30,502.86,5
27327,5.06,99.30,502.86,5
27339,5.06,99.50,503.87,5
27351,5.06,100.20,507.01,5
27364,5.06,100.20,507.41,5
27376,5.06,99.20,501.95,5
27388,5.06,99.70,504.88,5
27401,5.06,100.10,506.91,5
27413,5.06,99.60,504.37,5
27426,5.06,99.40,503.36,5
27438,5.06,99.20,501.95,5
27450,5.06,99.50,503.87,5
27463,5.06,101.00,511.06,5
27475,5.06,99.20,501.95,5
27487,5.06,99.70,504.88,5
27500,5.06,99.40,502.96,5
27512,5.06,99.20,502.35,5
27524,5.06,99.40,502.96,5
27537,5.06,99.20,502.35,5
27549,5.06,99.90,505.49,5
27561,5.06,99.40,503.36,5
27574,5.06,99.20,502.35,5
27586,5.06,99.60,504.37,5
27598,5.06,100.10,506.91,5
27611,5.06,99.60,504.37,5
27623,5.06,99.30,502.46,5
27635,5.06,99.10,501.84,5
27648,5.06,99.30,502.86,5
27660,5.06,99.50,503.87,5
27672,5.06,100.30,507.52,5
27685,5.06,99.50,503.47,5
27697,5.06,99.50,503.87,5
27710,5.06,99.70,504.48,5
27722,5.06,99.60,504.37,5
27734,5.06,99.20,502.35,5
27747,5.06,99.50,503.47,5
27759,5.06,100.20,506.61,5
27771,5.06,100.20,507.01,5
27784,5.06,99.30,502.46,5
27796,5.06,100.20,507.01,5
27809,5.06,99.50,503.87,5
27821,5.06,99.40,503.36,5
27833,5.06,100.00,506.00,5
27846,5.06,101.40,513.49,5
27858,5.06,98.90,500.43,5
27870,5.06,99.40,502.96,5
27883,5.06,99.60,504.37,5
27895,5.06,99.30,502.86,5
27907,5.06,99.60,503.98,5
27920,5.06,99.30,502.86,5
27932,5.06,99.30,502.46,5
27944,5.06,99.50,503.47,5
27957,5.06,100.40,508.02,5
27969,5.06,96.60,489.18,5
27981,5.06,99.70,504.88,5
27994,5.06,99.40,502.96,5
28006,5.06,99.80,504.99,5
28018,5.06,99.40,502.96,5
28031,5.06,99.60,504.37,5
28043,5.06,99.60,504.37,5
28055,5.06,99.40,503.36,5
28068,5.06,100.20,507.01,5
28080,5.06,100.50,508.53,5
28093,5.06,99.40,503.36,5
28105,5.06,100.30,507.12,5
28117,5.06,100.20,507.41,5
28130,5.06,99.10,501.84,5
28142,5.06,99.60,504.37,5
28155,5.06,99.50,503.47,5
28167,5.06,99.30,502.86,5
28179,5.06,99.80,504.99,5
28192,5.06,99.00,501.34,5
28204,5.06,100.70,509.54,5
28216,5.06,99.60,503.98,5
28229,5.06,99.80,505.39,5
28241,5.06,99.20,502.35,5
28253,5.06,99.50,503.47,5
28266,5.06,100.20,507.41,5
28278,5.06,99.40,503.36,5
28290,5.06,99.60,504.37,5
28303,5.06,99.70,504.88,5
28315,5.06,99.20,502.35,5
28327,5.06,101.50,514.00,5
28340,5.06,99.60,503.98,5
28352,5.06,99.10,501.84,5
28365,5.06,103.60,524.63,5
28377,5.06,99.50,503.87,5
28389,5.06,100.20,507.01,5
28402,5.06,99.30,502.86,5
28414,5.06,99.30,502.86,5
28426,5.06,99.20,501.95,5
28439,5.06,99.50,503.87,5
28451,5.06,99.30,502.46,5
28463,5.06,99.60,503.98,5
28476,5.06,100.90,510.55,5
28488,5.06,100.00,506.00,5
28501,5.06,99.20,502.35,5
28513,5.06,100.00,506.00,5
28525,5.06,99.30,502.86,5
28538,5.06,99.50,503.87,5
28550,5.06,99.50,503.87,5
28562,5.06,99.80,504.99,5
28575,5.06,99.80,504.99,5
28587,5.06,99.30,502.46,5
28599,5.06,99.50,503.87,5
28612,5.06,99.50,503.87,5
28624,5.06,99.60,503.98,5
28636,5.06,99.40,503.36,5
28649,5.06,100.30,507.92,5
28661,5.06,99.00,500.94,5
28673,5.06,100.40,508.02,5
28686,5.06,99.20,501.95,5
28698,5.06,99.30,502.86,5
28711,5.06,99.60,503.98,5
28723,5.06,99.60,504.37,5
28735,5.06,99.10,501.84,5
28748,5.06,99.50,503.47,5
28760,5.06,99.90,505.89,5
28772,5.06,99.50,503.87,5
28785,5.06,100.20,507.41,5
28797,5.06,99.70,504.48,5
28809,5.06,99.50,503.87,5
28822,5.06,100.70,509.54,5
28834,5.06,100.10,506.51,5
28846,5.06,96.60,489.18,5
28859,5.06,102.10,516.63,5
28871,5.06,99.30,502.46,5
28884,5.06,99.00,500.94,5
28896,5.06,99.80,504.99,5
28908,5.06,99.10,501.45,5
28921,5.06,99.80,505.39,5
28933,5.06,99.60,504.37,5
28945,4.95,202.00,999.50,6
28958,5.06,96.60,489.18,6
28970,5.06,98.60,499.31,7
28982,5.08,87.70,445.17,7
28995,5.08,87.20,442.63,7
29007,5.08,87.00,441.61,7
29019,5.07,86.90,440.76,7
29032,5.08,86.70,440.09,7
29044,5.08,86.40,438.91,7
29056,5.08,86.60,439.58,7
29069,5.06,96.20,487.16,7
29081,5.08,86.90,441.10,7
29093,5.07,86.50,438.73,7
29106,5.08,87.90,446.18,7
29118,5.08,86.90,441.45,7
29130,5.08,86.50,439.07,7
29143,5.08,86.90,441.10,7
29155,5.08,86.80,440.60,7
29167,5.07,96.40,488.56,7
29180,5.08,87.90,446.18,7
29192,5.08,88.50,449.23,7
29204,5.08,88.00,446.69,7
29217,5.08,86.90,441.10,7
29229,5.08,88.10,447.20,7
29241,5.08,87.70,445.17,7
29254,5.08,86.90,441.10,7
29266,5.06,96.00,486.14,7
29278,5.07,86.70,439.74,7
29291,5.08,86.50,439.07,7
29303,5.08,86.50,439.07,7
29315,5.08,86.60,439.58,7
29328,5.08,87.00,441.61,7
29340,5.07,86.70,439.74,7
29352,5.08,86.60,439.58,7
29365,5.08,87.70,445.17,7
29377,5.07,98.70,500.21,7
29389,5.07,87.00,441.26,7
29402,5.08,87.00,441.61,7
29414,5.08,86.60,439.58,7
29426,5.08,86.60,439.58,7
29439,5.08,86.50,439.07,7
29451,5.08,86.50,439.07,7
29463,5.08,86.90,441.10,7
29476,5.07,96.30,488.05,7
29488,5.06,87.00,440.57,7
29500,5.08,88.40,448.72,7
29513,5.07,87.40,443.29,7
29525,5.08,86.90,441.10,7
29537,5.07,87.80,445.32,7
29550,5.07,87.50,443.80,7
29562,5.08,87.00,441.61,7
29574,5.08,86.90,441.10,7
29587,5.07,96.20,487.54,7
29599,5.06,98.30,497.79,7
29611,5.06,98.70,499.82,7
29624,5.08,86.70,440.09,7
29636,5.08,87.00,441.61,7
29648,5.08,87.00,441.61,7
29661,5.08,86.80,440.60,7
29673,5.08,86.60,439.58,7
29685,5.08,86.50,439.07,7
29698,5.07,87.90,445.83,7
29710,5.08,86.60,439.58,7
29722,5.06,99.50,503.87,7
29735,5.08,87.70,445.17,7
29747,5.08,86.40,438.57,7
29759,5.07,87.90,445.83,7
29772,5.08,87.20,442.63,7
29784,5.08,86.60,439.58,7
29796,5.08,86.70,440.09,7
29809,5.08,87.60,444.66,7
29821,5.08,88.00,446.69,7
29834,5.08,87.10,442.12,7
29846,5.07,88.20,447.35,7
29858,5.08,87.60,444.66,7
29872,5.08,87.00,441.61,7
29884,5.08,87.10,442.12,7
29896,5.08,86.40,438.57,7
29909,5.08,87.70,445.17,7
29921,5.08,87.00,441.61,7
29933,5.07,99.10,502.24,7
29946,5.07,87.70,444.81,7
29958,5.08,87.00,441.61,7
29970,5.08,86.80,440.60,7
29983,5.08,86.90,441.10,7
29995,5.07,86.50,438.73,7
30007,5.08,86.70,440.09,7
30020,5.08,87.00,441.61,7
30032,5.07,86.90,440.76,7
30044,5.08,87.10,442.12,7
30057,5.07,87.00,441.26,7
30069,5.08,86.70,440.09,7
30081,5.08,86.80,440.60,7
30094,5.08,86.90,441.10,7
30106,5.08,87.20,442.63,7
30118,5.08,87.80,445.67,7
30131,5.08,86.50,439.07,7
30143,5.06,98.30,497.79,7
30155,5.08,86.90,441.10,7
30168,5.08,86.30,438.06,7
30180,5.08,87.30,443.13,7
30192,5.08,86.90,441.10,7
30205,5.08,86.60,439.58,7
30217,5.08,88.10,447.20,7
30229,5.07,87.50,443.80,7
30242,5.08,87.00,441.61,7
30254,5.08,88.00,446.69,7
30266,5.08,86.90,441.10,7
30279,5.08,86.60,439.58,7
30291,5.08,86.80,440.60,7
30303,5.07,87.00,441.26,7
30316,5.07,88.10,446.84,7
30328,5.08,86.90,441.10,7
30340,5.08,86.90,441.10,7
30353,5.06,98.80,500.32,7
30365,5.08,86.50,439.07,7
30377,5.08,87.00,441.61,7
30390,5.07,90.60,459.52,7
30402,5.08,86.50,439.07,7
30414,5.07,87.60,444.31,7
30427,5.08,86.60,439.58,7
30439,5.08,89.00,451.76,7
30451,5.08,90.50,459.38,7
30464,5.08,86.60,439.58,7
30476,5.08,87.10,442.47,7
30488,5.08,87.50,444.15,7
30501,5.08,86.70,440.09,7
30513,5.08,87.10,442.12,7
30525,5.08,87.90,446.18,7
30538,5.08,87.30,443.13,7
30550,5.08,86.90,441.10,7
30562,5.06,99.80,505.39,7
30575,5.07,87.70,444.81,7
30587,5.08,86.60,439.58,7
30599,5.08,86.40,438.91,7
30612,5.08,87.10,442.12,7
30624,5.08,86.80,440.60,7
30636,5.08,87.70,445.17,7
30649,5.08,86.90,441.10,7
30661,5.08,86.90,441.10,7
30673,5.08,86.60,439.58,7
30686,5.08,86.70,440.09,7
30698,5.08,86.90,441.45,7
30710,5.08,86.60,439.93,7
30723,5.08,88.10,447.20,7
30735,5.08,86.40,438.57,7
30747,5.08,86.40,438.57,7
30760,5.08,87.10,442.12,7
30772,5.06,98.10,496.78,7
30784,5.06,98.40,498.30,7
30797,5.08,86.30,438.06,7
30809,5.08,86.50,439.07,7
30821,5.08,86.50,439.42,7
30834,5.08,87.30,443.13,7
30846,5.07,87.80,445.32,7
30858,5.08,87.30,443.13,7
30871,5.08,86.90,441.10,7
30883,5.07,87.90,445.83,7
30895,5.06,99.20,502.35,7
30908,5.06,98.70,499.82,7
30920,5.06,98.50,498.80,7
30932,5.08,86.20,437.55,7
30945,5.08,86.60,439.58,7
30957,5.08,87.60,444.66,7
30969,5.07,88.30,447.86,7
30982,5.08,86.40,438.57,7
30994,5.08,86.90,441.10,7
31006,5.08,87.00,441.61,7
31019,5.08,86.70,440.44,7
31031,5.07,86.70,439.74,7
31043,5.08,87.00,441.61,7
31056,5.08,87.10,442.12,7
31068,5.08,86.90,441.10,7
31080,5.08,86.60,439.58,7
31093,5.08,88.70,450.24,7
31105,5.08,87.10,442.12,7
31117,5.08,86.60,439.58,7
31130,5.06,96.30,487.66,7
31142,5.08,86.90,441.10,7
31154,5.07,87.10,441.77,7
31167,5.08,86.80,440.60,7
31179,5.08,87.20,442.63,7
31191,5.08,86.70,440.44,7
31204,5.08,87.60,444.66,7
31216,5.08,87.00,441.61,7
31228,5.07,96.80,490.58,7
31241,5.08,88.20,447.70,7
31253,5.08,88.40,449.07,7
31265,5.08,87.00,441.61,7
31278,5.07,88.00,446.34,7
31290,5.08,86.60,439.58,7
31302,5.08,87.00,441.61,7
31315,5.07,86.90,440.76,7
31327,5.06,96.50,488.68,7
31339,5.08,86.70,440.44,7
31352,5.08,87.10,442.12,7
31364,5.07,86.90,440.76,7
31376,5.08,87.00,441.61,7
31389,5.08,87.00,441.61,7
31401,5.08,86.40,438.57,7
31413,5.08,87.50,444.15,7
31426,5.08,86.90,441.10,7
31438,5.07,88.20,447.35,7
31450,5.08,86.60,439.58,7
31463,5.08,87.10,442.47,7
31475,5.08,86.30,438.06,7
31487,5.08,87.00,441.61,7
31500,5.08,86.40,438.57,7
31512,5.08,87.50,444.15,7
31524,5.08,86.50,439.42,7
31537,5.06,88.70,449.18,7
31549,5.07,87.90,445.83,7
31561,5.07,89.60,454.45,7
31574,5.08,86.90,441.10,7
31586,5.08,87.80,445.67,7
31598,5.08,87.60,445.01,7
31611,5.08,86.90,441.10,7
31623,5.08,87.80,446.02,7
31635,5.06,96.30,487.66,7
31648,5.08,86.40,438.57,7
31660,5.08,87.10,442.12,7
31672,5.08,86.70,440.09,7
31685,5.08,86.50,439.42,7
31697,5.08,86.70,440.09,7
31709,5.08,86.90,441.10,7
31722,5.08,87.10,442.12,7
31734,5.07,96.50,489.06,7
31746,5.07,87.70,444.81,7
31759,5.08,86.60,439.58,7
31771,5.08,86.30,438.40,7
31783,5.08,87.10,442.12,7
31796,5.08,86.40,438.57,7
31808,5.08,86.90,441.10,7
31820,5.07,87.00,441.26,7
31833,5.08,86.80,440.60,7
31845,5.08,86.80,440.60,7
31857,5.08,87.70,445.17,7
31870,5.08,87.60,444.66,7
31882,5.08,86.90,441.10,7
31894,5.08,87.00,441.61,7
31907,5.08,86.60,439.58,7
31919,5.07,87.10,441.77,7
31931,5.08,87.10,442.12,7
31944,5.08,87.20,442.63,7
31956,5.08,86.90,441.10,7
31968,5.08,86.40,438.57,7
31981,5.08,86.90,441.10,7
31993,5.08,87.10,442.12,7
32005,5.08,87.00,441.61,7
32018,5.07,86.90,440.76,7
32030,5.08,87.10,442.12,7
32042,5.08,86.70,440.09,7
32055,5.07,87.80,445.32,7
32067,5.08,86.70,440.09,7
32079,5.08,86.50,439.07,7
32092,5.08,86.70,440.44,7
32104,5.08,86.90,441.10,7
32116,5.08,86.30,438.06,7
32129,5.07,88.60,449.38,7
32141,5.06,96.20,487.16,7
32153,5.07,87.10,441.77,0
32166,5.08,90.90,461.41,0
32178,5.07,87.60,444.31,0
32190,5.08,86.80,440.60,0
32203,5.08,86.60,439.58,0
32215,5.08,86.50,439.07,0
32227,5.08,86.80,440.60,0
32240,5.07,87.20,442.28,0
32252,5.08,86.50,439.07,0
32264,5.08,89.90,456.33,0
32277,5.08,87.60,444.66,0
32289,5.08,86.70,440.09,0
32301,5.08,87.80,445.67,0
32314,5.08,86.90,441.10,0
32326,5.08,86.80,440.60,0
32338,5.07,89.40,453.44,0
32351,5.08,86.80,440.60,0
32363,5.07,87.10,441.77,0
32376,5.08,87.00,441.61,0
32388,5.08,87.00,441.61,0
32400,5.08,86.40,438.57,0
32413,5.07,86.80,440.25,0
32425,5.08,86.60,439.58,0
32437,5.07,86.40,438.22,0
32450,5.08,86.60,439.58,0
32462,5.08,87.90,446.18,0
32474,5.08,86.90,441.10,0
32487,5.08,87.10,442.12,0
32499,5.07,87.30,442.79,0
32511,5.08,86.90,441.10,0
32524,5.07,87.90,445.83,0
32536,5.08,87.20,442.63,0
32548,5.08,86.60,439.58,0
32561,5.08,87.10,442.12,0
32573,5.07,88.50,448.87,0
32585,5.08,87.60,444.66,0
32598,5.08,86.60,439.58,0
32610,5.08,86.30,438.06,0
32622,5.07,88.20,447.35,0
32635,5.08,86.90,441.10,0
32647,5.08,86.60,439.58,0
32660,5.06,99.30,502.86,1
32672,5.06,99.50,503.47,1
32684,5.06,99.20,501.95,1
32697,5.07,99.00,501.73,1
32709,5.06,99.30,502.46,1
32721,5.06,99.30,502.46,1
32734,5.06,99.10,501.84,1
32746,5.06,99.10,501.84,1
32758,5.06,99.00,501.34,1
32771,5.06,100.30,507.52,1
32783,5.06,99.00,501.34,1
32795,5.06,99.50,503.87,1
32808,5.06,99.30,502.86,1
32820,5.06,99.40,503.36,1
32832,5.06,99.30,502.86,1
32845,5.06,99.30,502.86,1
32857,5.06,99.40,502.96,1
32869,5.06,99.30,502.46,1
32882,5.06,100.10,506.51,1
32894,5.06,100.70,509.54,1
32906,5.06,99.20,502.35,1
32919,5.06,99.40,502.96,1
32931,5.06,99.30,502.86,1
32944,5.06,99.40,503.36,1
32956,5.06,99.10,501.84,1
32968,5.06,99.00,501.34,1
32980,5.06,99.50,503.87,1
32993,5.07,99.30,503.25,1
33005,5.06,100.40,508.43,1
33018,5.06,99.30,502.86,1
33030,5.06,99.10,501.45,1
33042,5.06,99.00,500.94,1
33055,5.06,99.20,502.35,1
33067,5.06,99.30,502.46,1
33079,5.06,98.70,499.82,1
33092,5.06,99.50,503.87,1
33104,5.06,99.30,502.86,1
33116,5.06,98.80,500.32,1
33129,5.06,100.70,509.94,1
33141,5.06,99.70,504.88,1
33153,5.06,99.40,503.36,1
33166,5.06,99.00,501.34,1
33179,5.06,100.10,506.11,1
33192,5.06,99.50,503.47,1
33204,5.06,99.30,502.86,1
33216,5.06,99.30,502.86,1
33229,5.06,99.50,503.87,1
33241,5.06,99.20,501.95,1
33253,5.06,99.60,504.37,1
33266,5.06,99.60,503.98,1
33278,5.06,99.20,502.35,1
33290,5.06,100.70,509.14,1
33303,5.06,100.50,508.53,1
33315,5.06,99.10,501.45,1
33327,5.06,99.60,503.98,1
33340,5.06,100.40,508.43,1
33352,5.06,99.40,502.96,1
33364,5.06,99.30,502.46,1
33377,5.06,99.60,504.37,1
33389,5.06,100.10,506.51,1
33402,5.06,99.30,502.86,1
33414,5.06,99.40,503.36,1
33426,5.06,98.90,500.83,1
33439,5.06,99.30,502.46,1
33451,5.06,99.00,501.34,1
33463,5.06,99.20,501.95,1
33476,5.06,99.30,502.86,1
33488,5.06,100.80,510.05,1
33500,5.06,99.10,501.84,1
33513,5.06,99.60,503.98,1
33525,5.06,99.40,502.96,1
33537,5.06,99.70,504.88,1
33550,5.06,99.30,502.86,1
33562,5.06,98.80,500.32,1
33574,5.06,99.40,503.36,1
33587,5.06,99.60,503.98,1
33599,5.06,99.00,501.34,1
33611,5.06,100.90,510.96,1
33624,5.06,98.80,500.32,1
33636,5.06,99.50,503.87,1
33648,5.06,99.80,504.99,1
33661,5.06,99.60,504.37,1
33673,5.06,99.60,504.37,1
33685,5.06,99.30,502.86,1
33698,5.06,98.00,496.27,1
33710,5.06,99.70,504.48,1
33722,5.06,99.70,504.48,1
33735,5.06,99.70,504.48,1
33747,5.06,99.40,503.36,1
33759,5.06,98.00,496.27,1
33772,5.06,99.40,503.36,1
33784,5.06,99.30,502.86,1
33796,5.06,99.60,504.37,1
33809,5.06,99.60,503.98,1
33821,5.06,99.50,503.87,1
33833,5.06,99.60,503.98,1
33846,5.06,99.10,501.84,1
33858,5.06,99.30,502.46,1
33870,5.06,99.70,504.88,1
33883,5.06,99.00,501.34,1
33895,5.06,100.20,507.01,1
33907,5.06,99.50,503.87,1
33920,5.06,100.20,507.01,1
33932,5.06,99.30,502.86,1
33945,5.06,99.30,502.86,1
33957,5.06,101.10,511.57,1
33969,5.06,99.40,503.36,1
33982,5.06,98.80,499.93,1
33994,5.06,102.40,518.55,6
34006,5.07,89.90,455.97,6
34019,5.06,97.50,493.74,6
34031,5.08,87.00,441.61,7
34043,5.07,88.20,447.35,7
34056,5.07,88.10,446.84,7
34068,5.08,86.70,440.09,7
34080,5.07,89.60,454.45,7
34093,5.07,87.00,441.26,7
34105,5.08,87.00,441.61,7
34117,5.08,86.90,441.45,7
34130,5.08,86.90,441.10,7
34142,5.08,86.90,441.10,7
34154,5.08,86.70,440.09,7
34167,5.08,86.50,439.07,7
34179,5.08,86.70,440.09,7
34191,5.08,86.90,441.10,7
34204,5.07,88.20,447.35,7
34216,5.07,88.10,446.84,7
34228,5.08,87.70,445.17,7
34241,5.08,87.00,441.61,7
34253,5.08,87.10,442.47,7
34265,5.08,86.50,439.42,7
34278,5.08,86.70,440.09,7
34290,5.08,89.70,455.32,7
34303,5.08,86.50,439.07,7
34315,5.07,87.60,444.31,7
34327,5.07,96.70,490.08,7
34340,5.08,87.30,443.13,7
34352,5.08,87.70,445.17,7
